ID,gender,Management,USAcitizen,Married,MonthsInUnion,ContinuingEd,StateOfResidence,Connectivity,FeatureA,FeatureB,FeatureC,FeatureD,FeatureE,FeatureF,DuesFrequency,PaperlessBilling,PaymentMethod,MonthlyDues,TotalDues,LeftUnion
Justin995-16866,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No
Justin996-16047,Male,0,Yes,No,70,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,79.15,5536.5,No
Justin997-13243,Male,0,No,No,42,Yes,IL,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.9,3313.4,No
Justin998-13373,Female,1,No,No,12,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,Yes
Justin999-19019,Female,0,Yes,Yes,35,Yes,MO,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916,No
Justin1000-19408,Male,0,Yes,No,72,Yes,IL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No
Justin1001-13946,Female,0,Yes,Yes,41,Yes,MO,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,3126.45,No
Justin1002-19158,Female,1,No,No,55,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100,5509.3,Yes
Justin1003-18230,Female,0,No,No,63,Yes,MO,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,No
Justin1004-19319,Male,0,Yes,No,45,Yes,IL,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No
Justin1005-13055,Female,0,Yes,Yes,1,No,MO,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,Yes
Justin1006-17926,Male,0,No,Yes,39,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),19.35,779.2,No
Justin1007-17020,Male,0,No,No,24,Yes,MO,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,No
Justin1008-17545,Female,1,No,No,4,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,No
Justin1009-17735,Female,0,No,No,6,Yes,MO,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes
Justin1010-19310,Male,0,No,No,52,No,MO,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No
Justin1011-13838,Female,0,No,No,36,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,No
Justin1012-15436,Female,0,Yes,Yes,71,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.6,8100.25,No
Justin1013-15284,Female,0,Yes,Yes,65,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.45,5957.9,No
Justin1014-16251,Female,0,Yes,Yes,4,Yes,IL,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,No
Justin1015-17502,Male,0,No,No,18,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),20.05,388.6,No
Justin1016-19227,Male,0,No,No,15,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes
Justin1017-13806,Female,1,No,No,18,Yes,MO,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No
Justin1018-17247,Female,0,Yes,Yes,19,No,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,No
Justin1019-16086,Female,0,Yes,Yes,60,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.25,6758.45,No
Justin1020-17078,Female,0,Yes,No,72,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,No
Justin1021-15775,Male,0,No,No,3,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No
Justin1022-14717,Female,0,Yes,Yes,72,Yes,IL,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No
Justin1023-15727,Female,0,Yes,Yes,28,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,19.9,543,No
Justin1024-14380,Male,0,No,No,11,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.35,215.25,No
Justin1025-13811,Male,0,Yes,Yes,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.15,165.5,No
Justin1026-14033,Male,0,Yes,Yes,36,Yes,MO,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No
Justin1027-14763,Male,0,No,No,9,Yes,IL,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No
Justin1028-17571,Male,0,No,No,1,No,MO,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,Yes
Justin1029-15591,Male,0,No,Yes,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.35,178.7,No
Justin1030-14882,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes
Justin1031-19889,Male,0,Yes,Yes,72,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.4,1363.25,No
Justin1032-19415,Female,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19,19,No
Justin1033-14279,Female,0,Yes,Yes,24,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.7,494.05,No
Justin1034-13378,Male,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,Yes
Justin1035-13165,Female,1,No,No,18,Yes,IL,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,No
Justin1036-15997,Male,0,Yes,Yes,45,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,No
Justin1037-13606,Female,0,Yes,Yes,60,No,MO,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,No
Justin1038-13393,Male,1,No,No,66,Yes,IL,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,Yes
Justin1039-17382,Male,0,Yes,Yes,6,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.6,260.8,Yes
Justin1040-18065,Male,0,No,No,20,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Mailed check,19.7,415.9,No
Justin1041-19637,Female,0,No,No,41,Yes,MO,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No
Justin1042-15024,Male,0,No,No,3,No,MO,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes
Justin1043-13242,Male,1,Yes,No,22,Yes,MO,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,No
Justin1044-16767,Female,0,No,No,15,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.45,1287.85,No
Justin1045-18357,Male,0,Yes,No,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,No
Justin1046-17583,Female,1,Yes,Yes,40,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.55,3640.45,Yes
Justin1047-18784,Male,0,No,No,19,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86,1532.45,Yes
Justin1048-13113,Male,0,No,Yes,12,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Yes
Justin1049-19267,Male,0,No,No,5,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.35,92.75,No
Justin1050-14573,Female,0,No,No,30,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No
Justin1051-15790,Male,0,Yes,No,69,No,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No
Justin1052-14425,Female,1,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes
Justin1053-15597,Female,1,Yes,Yes,46,Yes,IL,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No
Justin1054-16039,Male,0,No,No,59,Yes,MO,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),61.35,3645.5,No
Justin1055-17276,Male,0,Yes,Yes,32,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,18.95,613.95,No
Justin1056-18565,Male,0,Yes,No,9,Yes,MO,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95,593.85,No
Justin1057-17631,Female,0,No,No,1,Yes,MO,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes
Justin1058-13817,Male,0,Yes,Yes,61,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No
Justin1059-14182,Female,0,No,No,3,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,122.7,No
Justin1060-18742,Female,0,Yes,Yes,72,Yes,IL,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,No
Justin1061-16854,Male,0,No,No,6,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,18.95,110.15,No
Justin1062-15578,Male,0,No,No,27,Yes,MO,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),69.35,1927.3,No
Justin1063-17914,Male,0,No,Yes,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes
Justin1064-17527,Female,0,Yes,No,53,Yes,IL,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,Yes
Justin1065-17848,Male,0,No,No,21,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No
Justin1066-16503,Male,1,No,No,1,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes
Justin1067-19581,Female,0,Yes,Yes,40,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,24.8,1024.7,No
Justin1068-17367,Male,1,Yes,No,7,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes
Justin1069-16314,Male,0,No,No,43,Yes,IL,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,No
Justin1070-16747,Female,1,No,No,37,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.75,4056.75,Yes
Justin1071-17068,Male,0,Yes,Yes,31,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,25.75,755.6,No
Justin1072-16935,Female,0,No,No,37,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No
Justin1073-18779,Female,0,Yes,Yes,62,Yes,IL,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No
Justin1074-18099,Male,0,No,No,17,Yes,MO,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,No
Justin1075-13325,Female,1,No,No,2,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.95,85.1,No
Justin1076-19157,Female,0,Yes,No,72,Yes,IL,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105,7589.8,No
Justin1077-18579,Male,0,Yes,Yes,63,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,Yes,Mailed check,19.15,1177.05,No
Justin1078-18992,Female,0,No,No,18,Yes,IL,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes
Justin1079-13401,Female,0,No,No,7,Yes,MO,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes
Justin1080-19165,Female,0,Yes,Yes,37,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,3340.55,No
Justin1081-16092,Female,0,Yes,No,1,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes
Justin1082-18090,Male,0,No,No,69,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Credit card (automatic),19.95,1399.35,No
Justin1083-18444,Male,0,No,No,26,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.9,518.3,No
Justin1084-16277,Female,0,No,No,2,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.65,38.7,Yes
Justin1085-14281,Male,1,Yes,No,69,No,MO,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,3952.65,No
Justin1086-18198,Male,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,No
Justin1087-18351,Male,0,Yes,Yes,11,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes
Justin1088-14114,Male,1,Yes,No,46,No,MO,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes
Justin1089-19349,Male,1,No,No,24,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70,1732.6,No
Justin1090-19513,Male,0,Yes,Yes,72,Yes,IL,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,No
Justin1091-19092,Male,0,No,No,4,Yes,MO,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No
Justin1092-14144,Female,0,No,No,15,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,No
Justin1093-15311,Male,0,Yes,No,22,Yes,MO,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes
Justin1094-14482,Male,0,No,No,4,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes
Justin1095-18951,Male,0,No,No,3,Yes,MO,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No
Justin1096-13775,Female,0,Yes,Yes,7,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69,506.9,Yes
Justin1097-15541,Male,0,Yes,Yes,22,Yes,MO,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75,1573.95,No
Justin1098-14589,Female,1,No,No,26,Yes,IL,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes
Justin1099-14046,Female,0,No,Yes,4,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,25.45,84.2,No
Justin1100-18616,Female,0,Yes,Yes,46,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,24.95,1165.9,No
Justin1101-17522,Male,0,Yes,No,69,Yes,MO,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.7,5878.9,No
Justin1102-16639,Male,0,No,No,21,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19.95,416.4,No
Justin1103-15348,Female,0,Yes,Yes,37,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,26.45,911.6,No
Justin1104-15273,Male,0,No,No,1,Yes,IL,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes
Justin1105-15796,Male,0,Yes,No,10,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Bank transfer (automatic),19.6,189.45,No
Justin1106-17272,Male,0,No,Yes,27,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.6,581.85,No
Justin1107-19897,Female,0,Yes,Yes,1,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Electronic check,19.45,19.45,No
Justin1108-19295,Female,0,No,No,2,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,20.55,33.6,No
Justin1109-18972,Male,1,No,No,8,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes
Justin1110-16265,Female,0,No,Yes,25,No,MO,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,No
Justin1111-16600,Female,0,Yes,Yes,61,Yes,IL,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No
Justin1112-18390,Male,0,No,No,17,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,Yes,Mailed check,20.1,279.5,No
Justin1113-17324,Female,1,No,No,4,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.05,91.45,No
Justin1114-18548,Male,0,Yes,Yes,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,Yes,Mailed check,19.35,152.6,No
Justin1115-13795,Female,0,Yes,Yes,69,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No
Justin1116-13703,Female,0,Yes,Yes,48,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),20.2,1027.25,No
Justin1117-16880,Male,0,No,No,44,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Credit card (automatic),19.5,835.5,No
Justin1118-14836,Male,0,No,Yes,8,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No
Justin1119-19947,Female,0,No,No,15,Yes,MO,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes
Justin1120-13361,Male,0,Yes,No,69,Yes,MO,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No
Justin1121-17816,Male,0,Yes,Yes,56,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No
Justin1122-14499,Male,1,No,No,15,Yes,MO,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes
Justin1123-19900,Male,0,No,No,52,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Bank transfer (automatic),21,1107.2,No
Justin1124-13675,Female,0,No,No,40,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,No
Justin1125-15482,Male,0,Yes,Yes,72,Yes,IL,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.55,6463.15,No
Justin1126-18845,Female,0,Yes,No,52,Yes,MO,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No
Justin1127-16780,Male,0,No,No,68,Yes,MO,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),79.6,5461.45,No
Justin1128-13337,Female,0,Yes,Yes,72,No,MO,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),53.65,3784,No
Justin1129-16273,Female,0,No,No,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes
Justin1130-19579,Female,1,No,No,1,Yes,MO,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes
Justin1131-14649,Male,0,Yes,Yes,69,Yes,IL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No
Justin1132-14156,Female,0,No,No,13,Yes,IL,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No
Justin1133-18734,Male,0,Yes,Yes,69,Yes,MO,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,No
Justin1134-19192,Male,0,No,No,18,Yes,MO,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No
Justin1135-14673,Male,0,Yes,Yes,5,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Electronic check,20.55,99.45,No
Justin1136-14987,Female,1,Yes,No,43,Yes,IL,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.5,4156.8,No
Justin1137-17685,Male,0,Yes,Yes,43,Yes,IL,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No
Justin1138-18409,Female,1,No,No,7,Yes,MO,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,No
Justin1139-17591,Female,0,Yes,No,2,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,Yes
Justin1140-14588,Female,0,Yes,No,64,Yes,MO,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99,6375.8,No
Justin1141-17110,Female,1,No,Yes,1,Yes,MO,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,71,Yes
Justin1142-19491,Male,0,Yes,No,2,Yes,MO,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes
Justin1143-17944,Female,0,No,No,2,Yes,IL,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes
Justin1144-18480,Female,0,No,No,5,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Credit card (automatic),20.55,96.1,No
Justin1145-19124,Male,0,No,Yes,45,Yes,IL,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.7,4634.35,No
Justin1146-19626,Male,0,No,Yes,24,No,MO,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No
Justin1147-13652,Male,1,Yes,Yes,1,Yes,MO,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes
Justin1148-19751,Male,1,No,No,15,Yes,MO,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes
Justin1149-19880,Female,0,No,No,41,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,20.65,835.15,No
Justin1150-15020,Female,0,No,No,1,Yes,MO,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes
Justin1151-18961,Female,0,No,No,13,No,MO,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No
Justin1152-13247,Male,0,No,No,52,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,19.65,1025.05,No
Justin1153-19493,Female,1,No,No,20,Yes,IL,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes
Justin1154-18135,Male,0,Yes,No,6,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,One year,No,Mailed check,25.1,171,No
Justin1155-16005,Female,0,No,Yes,70,Yes,IL,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,66,4891.5,No
Justin1156-15198,Male,1,No,No,1,Yes,IL,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,94,Yes
Justin1157-18650,Male,0,Yes,No,10,Yes,MO,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,Yes
Justin1158-17886,Female,0,No,No,33,Yes,IL,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No
Justin1159-16333,Male,0,Yes,No,71,Yes,IL,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99,6994.6,No
Justin1160-13721,Male,0,No,No,2,Yes,MO,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Month-to-month,No,Mailed check,20.35,33.2,Yes
Justin1161-15814,Male,1,Yes,No,5,Yes,IL,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes
Justin1162-18451,Female,0,Yes,No,63,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes
Justin1163-17542,Male,0,Yes,Yes,47,Yes,IL,No,Maryville,Maryville,Maryville,Maryville,Maryville,Maryville,Two year,No,Mailed check,24.55,1160.45,No
Justin1164-17614,Male,1,Yes,No,48,Yes,IL,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,No
Justin1165-13501,Male,0,No,No,52,Yes,IL,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No
